acme.name	acme.sku	acme.product_weight	acme.product_length	acme.product_width	acme.product_height	acme.package_length	acme.package_width	acme.package_height	acme.package_weight	acme.ship_type	acme.package_type	acme.collection_name	acme.catalog	acme.product_type	acme.description	acme.short_description	acme.catalog_finish	acme.material_detail	acme.fl_qty	acme.ga_qty	acme.nj_qty	acme.ny_qty	acme.tx_qty	acme.la_qty	acme.sf_qty	acme.MSRP	acme.ETA_LA_warehouse	acme.group	acme.video
Noralie Accent Candleholder (2Pc)	97620	11	4	4	17	21	8	13	14	GROUND	CARTON	Noralie	2020C	Accent Candleholder	Candleholder Features: Beveled Mirrored Finish w/Faux Diamonds Inlay, 4mm Clear Tempered Glass Frame: Mirror, Glass, MDF, Acrylic Inlay Q&A] Candle NOT Included	Cast a warm glow over any space in your home with this Noralie candleholder. More than stylish, this piece will bring sophistication to your home with its mirrors and faux gem inlay. This gleaming piece comes in two different sizes to choose the one that complements your decor.	Mirrored & Faux Diamonds	Mirror, Glass, Faux Crystals, Composite Wood	4	11	0	4	7	29	2	216	NONE	GP-001044	
Edalene Vanity Stool	30519	14	22	16	18	24	18	8	18	GROUND	CARTON	Edalene	2016S	Vanity Stool	KD, Stool (Armless/Backless) Padded Seat: Pearl White PU Seat Apron w/Scrolled Inlay Detail Cabriole Wooden Leg	<span>	Pearl PU & Pearl White Finish	Wood, Upholstery	0	0	1	0	0	0	0	210	2023-01-02	GP-000664	
Valgus Side Chair (2Pc)	96800	14	18	22	28	23	19	31	18	GROUND	CARTON	Valgus	2020C	Side Chair	Assembled, Armless Side Chair (Mid Backrest) Stationary Seat & Back ABS Bucket Seat & Back: Vintage PU Cover, Outside Backrest: Frosted Metal Frame No Apron Seat Metal Sled Legs: Black Finish, Steel with Powder Coating	Welcome guests with the unique styled Valgus side chairs. The coordinating faux leather upholstery and metal base make the design adaptable to any home Decor. Whether as a dining, lounge or accent chair, Valgus is always ready to meet the need of the moment.	Vintage Black & Black	Metal, ABS	0	0	0	4	0	0	0	492	NONE		
Valgus Side Chair (2Pc)	96802	14	18	21	28	22	19	30	18	GROUND	CARTON	Valgus	2020C	Side Chair	Assembled, Armless Side Chair (Mid Backrest) Stationary Seat & Back ABS Bucket Seat & Back: Vintage PU Cover, Outside Backrest: Frosted Metal Frame No Apron Seat Metal Sled Legs: Black Finish, Steel with Powder Coating	Welcome guests with the unique styled Valgus side chairs. The coordinating faux leather upholstery and metal base make the design adaptable to any home Decor. Whether as a dining, lounge or accent chair, Valgus is always ready to meet the need of the moment.	Vintage Mocha & Black Finish	Metal, ABS	0	2	0	2	1	3	2	492	NONE		
Valgus Side Chair (2Pc)	96803	14	18	22	28	23	19	31	18	GROUND	CARTON	Valgus	2020C	Side Chair	Assembled, Armless Side Chair (Mid Backrest) Stationary Seat & Back ABS Bucket Seat & Back: Vintage PU Cover, Outside Backrest: Frosted Metal Frame No Apron Seat Metal Sled Legs: Black Finish, Steel with Powder Coating	Welcome guests with the unique styled Valgus side chairs. The coordinating faux leather upholstery and metal base make the design adaptable to any home Decor. Whether as a dining, lounge or accent chair, Valgus is always ready to meet the need of the moment.	Vintage Camel & Black	Metal, ABS	0	0	0	0	0	0	2	492	NONE		
Zaire Bar Chair	96805	17	18	20	43	44	19	6	22	GROUND	CARTON	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Antique Oak Finish, China Fir Wood, (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand-Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style bar chairs. It Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Available in Antique Red, Antique Turquoise, Antique Sky and Antique Copper.	Antique Copper & Antique Oak Finish	Metal, Wood	3	0	0	4	3	91	1	273	NONE	GP-001001	
Zaire Bar Chair	96806	17	18	20	43	44	19	6	22	GROUND	CARTON	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Antique Oak Finish, China Fir Wood, (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand-Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style bar chairs. It Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Available in Antique Red, Antique Turquoise, Antique Sky and Antique Copper.	Antique Sky & Antique Oak Finish	Metal, Wood	1	2	0	5	3	88	0	273	NONE	GP-001001	
Zaire Bar Chair	96807	17	18	20	43	44	19	6	22	GROUND	CARTON	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Antique Oak Finish, China Fir Wood, (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand-Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style bar chairs. It Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Available in Antique Red, Antique Turquoise, Antique Sky and Antique Copper.	Antique Turquoise & Antique Oak Finish	Metal, Wood	2	0	0	0	2	34	0	273	NONE	GP-001001	
Zaire Bar Chair	96808	17	18	20	43	44	19	6	22	GROUND	CARTON	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Antique Oak Finish, China Fir Wood, (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand-Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style bar chairs. It Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Available in Antique Red, Antique Turquoise, Antique Sky and Antique Copper.	Antique Red & Antique Oak Finish	Metal, Wood	2	0	0	0	1	0	0	273	NONE	GP-001001	
Oaklie End Table	81242	14	22	19	22	0	0	0	18	GROUND	CARTON	Oaklie	2015S	End Table	Hexagonal Table	<span>	Clear Glass & Champagne Finish	Metal, Glass	0	1	0	2	0	0	0	119.97	NONE	GP-000320	
Adelae End Table	83937	14	25	20	24	29	24	5	18	GROUND	ISTA-3A	Adelae	2019S	End Table	KD, Rectangular End Table NO Storage Features: Faux Marble Top, Metal "X" Shape Base (Open Base) CONSTRUCTION TOP) Faux Marble: Paper Veneer, MDF, Top Size: 1 inch Thick (NO Apron) BASE) Metal "X" Shape: Chrome Finish, Metal Tube	<span>	Faux Marble Top & Chrome Finish	Metal, Faux Marble, Veneer (Paper), Composite Wood	0	2	0	2	2	90	0	321	NONE	GP-000259	
Trini Vanity Mirror	90025	15	42	1	27	28	30	5	20	LTL	CARTON	Trini	2012C	Vanity Mirror	Tri-Fold, Arched Mirror	<span>	White	Wood, Mirror, Composite Wood	1	1	0	0	0	0	1	219	NONE		
Torian Vanity Mirror	90027	15	36	1	29	25	5	31	20	LTL	CARTON	Torian	2012C	Vanity Mirror	Tri-Fold Mirror Size: Left & Right: 9" x 18"H, Middle: 20" x 29"H	<span>	White	Wood, Mirror, Composite Wood	2	1	0	0	0	0	0	57	NONE		
Classique Mirror	30130	15	29	2	39	29	41	4	18	LTL	ISTA-1A	Classique	2013C	Mirror	Beveled Mirror (2.5mm)	<span>	White	Wood, 	0	0	0	0	2	0	0	15	NONE		
Playground Mirror	30750	15	24	1	36	38	26	3	22	GROUND	CARTON	Playground	2018C	Mirror	Not Beveled	<span>	White Finish	Wood, 	0	2	0	0	1	0	0	180	NONE		
Rania Stool	96260	15	15	16	35	18	18	9	20	GROUND	CARTON	Rania	2020C	Stool	KD, Adjustable Stool (Low Backrest) Swivel Seat, 360 Adjustable Height: Gas Lift Acrylic SEAT: ABS Metal Base & Footrest Support: Chrome Finish, Metal Tube with ABS Round Base (380 x 1.2mm)	Rania acrylic stool is perfect for any modern style Decor. This chair has a seat with a small flat back, and not only can it adjust in height, but also has swivel capabilities so none of your guests miss out on anything. Some Assembly Required.	Clear & Chrome Finish	Metal, Acrylic	2	0	0	1	2	0	0	231	NONE	GP-000925	
Rania Stool	96261	15	15	16	35	18	18	9	20	GROUND	CARTON	Rania	2020C	Stool	KD, Adjustable Stool (Low Backrest) Swivel Seat, 360 Adjustable Height: Gas Lift Acrylic SEAT: ABS Metal Base & Footrest Support: Chrome Finish, Metal Tube with ABS Round Base (380 x 1.2mm)	Rania acrylic stool is perfect for any modern style Decor. This chair has a seat with a small flat back, and not only can it adjust in height, but also has swivel capabilities so none of your guests miss out on anything. Some Assembly Required.	Gray & Chrome Finish	Metal, Acrylic	0	1	0	2	4	30	0	231	NONE	GP-000925	
Rania Stool	96262	15	15	16	35	18	18	9	20	GROUND	CARTON	Rania	2020C	Stool	KD, Adjustable Stool (Low Backrest) Swivel Seat, 360 Adjustable Height: Gas Lift Acrylic SEAT: ABS Metal Base & Footrest Support: Chrome Finish, Metal Tube with ABS Round Base (380 x 1.2mm)	Rania acrylic stool is perfect for any modern style Decor. This chair has a seat with a small flat back, and not only can it adjust in height, but also has swivel capabilities so none of your guests miss out on anything. Some Assembly Required.	Red & Chrome Finish	Metal, Acrylic	1	2	0	0	6	74	2	231	NONE	GP-000925	
Kakabel Stool	96614	15	19	19	24	20	20	26	21	GROUND	ISTA-3A	Kakabel	2020C	Stool	Assembled Padded SEAT: Cream Fabric Cushion, Cushion Seat: 6" (155mm) Thickness, Nailhead Trim: Antique Brass 11mm Dia Wooden Trim/Leg: Espresso Finish, Cabriole Leg: 50 x 50mm Cashew Wood 4 stretchers: 20 x 30mm Rbw	The Kakabel Stool offer a casual look, versatility and sleek style that will enhance any dining area. Features: padded seat cushion in cream fabric finish, wooden curved and tapered legs, complemented by footrest supports. Handsomely Crafted in Dark Cherry Finish	Cream Fabric & Espresso	Wood, Upholstered (Seat)	2	0	0	0	0	0	0	258	NONE		
Sonia Wall Clock	97047	17	20	2	20	24	24	5	18	GROUND	ISTA-6A	Sonia	2020C	Wall Clock	Square Clock (Wall) Beveled Mirrored, Clear Glass & Faux Agate with Faux Diamonds Inlay Clock Mechanism: Quartz, Battery Required: 1A Not Included Chime Sound: Not Included (Low Ticking) Dial Numeral Type: Roman	<span>	Mirrored & Faux Agate Finish	Clock, Mirror, Faux Agate, Composite Wood	7	0	2	5	1	0	2	240	NONE		
Bione Wall Clock	97404	15	20	3	20	23	23	5	19	GROUND	ISTA-6A	Bione	2020C	Wall Clock	Square Wall Clock Mirror with Beveled Edge (Geometric Pattern) Dial Numeral Type: Roman Numerals Quartz Mechanism Battery NOT Included (1Pc of AA 1.5V) Back: Black Finish (NO Sound/Chime)	Time to shine with the Bione mirrored wall clock! With shiny jeweled accents around its modern square clock face, this clock lets you add some bling to your home Decor! The clock face has a clean, modern look featuring roman numerals.	Mirrored & Geometric Pattern Trim	Clock, Mirror, Composite Wood	2	0	4	18	3	19	1	279	NONE		
Jodie Chair	92249	15	25	19	36	39	21	6	20	GROUND	CARTON	Jodie	2016S	Chair	KD, Armless Chair Padded Seat & Back: Black PU Industrial Chain Backrest Top Trim & Metal Leg w/Crossbar supports: Antique Black w/Silver Brush (1.2 x 25 x 25mm)	Made with sturdy metals and solids finished in black. This Jodie chair has a decorative industrial chain design and an upholstered seat in a faux leather cover. Stylish look with durable construction, this piece will be ideal for any use.	Black PU & Antique Black Finish	Metal, Upholstery	3	1	0	8	1	6	1	333	NONE		
Jonquil Side Chair (2Pc)	70277	16	17	21	34	22	21	18	18	GROUND	CARTON	Jonquil	2018S	Side Chair	KD, Armless Chair (High Backrest) Swivel Seat (110 Degrees): Adjustable Dining Height (15 ~ 19 Inches) Wood SEAT: Gray Oak Finish, Wood Pine Veneer, MDF, Seat Thick: 15mm Metal Open Backrest with Curved Wooden Top: Sandy Gray Finish, Metal Steel Tube, MDF Metal Curved Legs with Geometric Support: Sandy Gray Finish, Metal Steel Tube (Thick: 1.0mm)	<span>	Gray Oak & Sandy Gray Finish	Metal, Wood, Veneer (Wood), Composite Wood	1	2	0	0	0	79	4	240	NONE		
All Star Table Lamp (8Pc)	03873A	16	0	0	15	28	11	12	18	GROUND	CARTON	All Star	2007C	Table Lamp	Table Lamp (Set-8) All Star Sport Design: Football Light Bulb NOT Included Light Bulb Required: Wattage Type A 40w or CFL 13w Socket Type: E27 Phenolic Base: Ceramic Shade: Cone Shade	The unique All Star Table Lamp will bring a new fresh appearance to any room with an unusual style. Add more coziness and sport mood to your room interior. Kids and grownups will love this sporty lamp set, featuring a tapered shade and a themed base with a football and other game time design elements.	Football	Ceramic	0	2	0	3	0	1	0	255	NONE		
Maren Vanity Mirror	90093	17	29	1	21	24	17	5	22	GROUND		Maren	2014C	Vanity Mirror	 	The Cherry Maren Vanity Mirror will create a comfortable and personal area in your bedroom. This traditionally styled wood mirror features an arched top in a rich cherry finish with a tri-folding mirror so you can see yourself from all sides. Complete the look of any vanity table, console table, dresser or chest with this stunning vanity mirror.	Cherry	Wood, Mirror, Upholstery, Veneer (Wood), Composite Wood	0	0	0	1	2	6	3	57	NONE		
Maren Vanity Mirror	90099	17	29	1	21	24	17	5	22	LTL	ISTA-1A	Maren	2014C	Vanity Mirror	 	The Black Maren Vanity Mirror will create a comfortable and personal area in your bedroom. This traditionally styled wood mirror features an arched top in a stunning black finish with a tri-folding mirror so you can see yourself from all sides. Complete the look of any vanity table, console table, dresser or chest with this stunning vanity mirror.	Black	Wood, Mirror, Upholstery, Veneer (Wood), Composite Wood	0	1	1	0	2	0	0	114	NONE		
Maren Vanity Mirror	90103	17	29	1	21	24	17	5	22	LTL	ISTA-1A	Maren	2014C	Vanity Mirror	 	The White Maren Vanity Mirror will create a comfortable and personal area in your bedroom. This traditionally styled wood mirror features an arched top in a beautiful white finish with a tri-folding mirror so you can see yourself from all sides. Complete the look of any vanity table, console table, dresser or chest with this stunning vanity mirror.	White	Wood, Mirror, Upholstery, Veneer (Wood), Composite Wood	0	0	0	0	6	0	2	57	NONE		
Nemesia Accent Chair	96098	17	20	25	34	24	20	19	20	GROUND	ISTA-3A	Nemesia	2020C	Accent Chair	KD, Armless Chair (High Backrest) NO Storage (Open Base) Stationary Seat: Standard Dining Padded Seat & Back with Wood Panel CONSTRUCTION Seat & Backrest: White PU Finish, Outside Wood Panel: Walntut Finish Wood Splayed Leg: Walnut Finish (NO Casters)	<span>	White PU & Walnut	Wood, Upholstered (Seat)	0	0	0	0	0	0	2	276	NONE		
Zaire Bar Chair	96640	17	18	20	43	44	20	6	22	GROUND	ISTA-3A	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Walnut Finish (China Fir), (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style inspired by Parisian Bistros chairs. Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Handsomely Crafted in Walnut and Antique Black Finish.	Antique Black & Antique Oak Finish	Metal, Wood	1	0	0	0	2	117	2	273	NONE	GP-001001	
Zaire Bar Chair	96642	17	18	20	43	44	20	6	22	GROUND	ISTA-3A	Zaire	2020C	Bar Chair	KD, Armless Bar Chair (High Backrest) Stationary Seat Wooden Seat: Walnut Finish (China Fir), (No Apron Seat) Backrest: Metal "X" Shape with Wooden Slat Metal Splayed Leg & Footrest: Antique Hand Brush Finish, Steel Spray Painting, Clearance Floor to Footrest: Est. 13"	The Zaire collection chairs offer a vintage style inspired by Parisian Bistros chairs. Features: reclaimed wood and metal looks, simple "X" style backrest, wooden seat, slightly flared four-legged base with footrest supports. Handsomely Crafted in Walnut and Antique White Finish.	Antique White & Antique Oak Finish	Metal, Wood	2	3	0	1	2	81	8	273	NONE	GP-001001	
Cinema Floor Lamp	40210	17	1	1	66	0	0	0	21	GROUND	ISTA-3A	Cinema	2019C	Floor Lamp	KD, Floor Lamp Features: Tri-Pod Spotlight Light with Adjustable Height Light Bulb Required Type: E26 40W Type A x 1Pc (NOT Included), Bulb Voltage: 110-120V 60Hz Switch Type: Step On-Off Spotlight Top w/Adjustable Shutters: Chrome Finish, Metal Tri-pod Wood Base: Black Finish w/Chrome Metal Connectors	Get the trending industrial look in the comfort of your home and office with this Cinema floor lamp. This small spotlight floor lamp fits well on top of every surface, whether on the corner of a desk or the top of a bookshelf. The telescopic tripod base in chrome finish is featuring adjustable height; thus, you could extend the leg for the versatility that meets your requirement.	Black & Chrome Finish	Metal, Wood	0	1	0	0	0	0	1	492	NONE		
Volusius End Table	84607	17	20	20	24	0	0	0	24	GROUND	CARTON	Volusius	2018C	End Table	KD, Square End Table (No Storage) Glass Top: 12mm Clear Tempered Glass (Not Beveled) Metal "Y" Base: Stainless Steel Finish, Metal Thick: 10mm	<span>	Clear Glass & Stainless Steel	Stainless Steel, Glass	1	0	4	0	0	14	0	492	NONE		
Iama Wall Clock	97396	11	20	2	20	23	23	5	14	GROUND	ISTA-6A	Iama	2020C	Wall Clock	Square Wall Clock Mirror Trim, Beveled Edge & Faux Diamond Inlay Dial Numeral Type: Roman Numerals Quartz Mechanism Battery NOT Included (1Pc of AA 1.5V) Back: Black Finish (NO Sound/Chime)	The Iama floating crystal wall clock, is sure to be focal point of any room. This stylish wall clock features a square mirror frame inlaid floating crystals around the face. The clock face has a clean, modern look featuring roman numerals.	Faux Square Diamonds	Clock, Mirror, Faux Rhinestones, Composite Wood	0	0	14	0	0	31	0	198	NONE		
Hessa Wall Clock	97406	17	20	2	20	23	23	5	19	GROUND	ISTA-6A	Hessa	2020C	Wall Clock	Square Wall Clock Mirror Trim, Beveled Edge & Faux Rhinestones Inlay Dial Numeral Type: Roman Numerals Quartz Mechanism Battery NOT Included (1Pc of AA 1.5V) Back: Black Finish (NO Sound/Chime)	The Hessa mirrored wall clock will catch the attention of every guest. A square mirrored frame with shiny crystals, the clock face has a clean, modern look featuring roman numerals. This masterpiece will not only be functional but also the most stunning decoration of any room.	Mirrored & Faux Rhinestones	Clock, Mirror, Faux Rhinestones, Composite Wood	0	0	17	0	0	12	1	198	NONE		
Northville Vanity Stool	26943	19	20	20	19	29.25	21.25	8.25	24	GROUND	CARTON	Northville	2018S	Vanity Stool	KD, Armless Stool (Backless/No Storage) Stationary Seat Padded Seat: PU, Solid Pattern Tight Seat Cushion w/Welted Trim Arched Apron w/Raised Floral Motifs (Poly-Resin) Wooden Queen Anne Legs with Raised Motifs: Acanthus Leaf Overlay	<span>	PU & Antique Silver Finish	Wood, Poly Resin, Veneer (Wood), Composite Wood	0	0	1	0	2	14	0	360	NONE	GP-000516	
