Code	Name	Description 2	Price	MAP price	Default set qts	Width	Depth	Height	Weight	Volume	Manufacturer	Category Type	Stock Status	New Arrivals	Parent Category	Category	Refine Categories	Image 1	Image 2	Image 3	Image 4	Image 5	Image 6	Image 7	Image 8	Image 9	Image 10	Image 11	Image 12	Image 13	Image 14	Qty	No of Boxes	(Box 1) Markings	(Box 1) Depth	(Box 1) Width	(Box 1) Height	(Box 1) Weight	(Box 2) Markings	(Box 2) Depth	(Box 2) Width	(Box 2) Height	(Box 2) Weight	(Box 3) Markings	(Box 3) Depth	(Box 3) Width	(Box 3) Height	(Box 3) Weight	(Box 4) Markings	(Box 4) Depth	(Box 4) Width	(Box 4) Height	(Box 4) Weight	(Box 5) Markings	(Box 5) Depth	(Box 5) Width	(Box 5) Height	(Box 5) Weight	(Box 6) Markings	(Box 6) Depth	(Box 6) Width	(Box 6) Height	(Box 6) Weight	(Box 7) Markings	(Box 7) Depth	(Box 7) Width	(Box 7) Height	(Box 7) Weight	(Box 8) Markings	(Box 8) Depth	(Box 8) Width	(Box 8) Height	(Box 8) Weight	(Box 9) Markings	(Box 9) Depth	(Box 9) Width	(Box 9) Height	(Box 9) Weight	(Box 10) Markings	(Box 10) Depth	(Box 10) Width	(Box 10) Height	(Box 10) Weight	(Box 11) Markings	(Box 11) Depth	(Box 11) Width	(Box 11) Height	(Box 11) Weight	(Box 12) Markings	(Box 12) Depth	(Box 12) Width	(Box 12) Height	(Box 12) Weight	(Box 13) Markings	(Box 13) Depth	(Box 13) Width	(Box 13) Height	(Box 13) Weight	(Box 14) Markings	(Box 14) Depth	(Box 14) Width	(Box 14) Height	(Box 14) Weight	(Box 15) Markings	(Box 15) Depth	(Box 15) Width	(Box 15) Height	(Box 15) Weight	sku	Parent  Sku	Color	Material	Finish
	Platinum Slim Dining SET	New Slim version with a new elegant handle in shiny wood finish with top and bottom chrome portions. Smoke grey glasses and soft Nabuk padded chairs. Chair Platinum with padded back “Rombi”: Nabuk Col. 12 upholstered. Butterfly table extension folds away and is perfectly hidden in the base of the table. Modern dining room furniture.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.  Seat Height: 20"	2973	5202.75							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	Modern Dining Room Sets	Dining Room,Formal Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_8.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_4.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Formal-Dining-Sets_Platinum-Slim-Dining_side_3.gif																																																																																	p8340		Brown/Wenge/Walnut	Fabric, Solid Wood, Glass	High Gloss Lacquer
PLATINUMTABLE	Platinum Dining Table w/18" Extension 		1023	1790.25	1	79/97	41	30	265																							1	2		102	44	5	170		44	29	30	95																																																																		i17701	p8340			
PLATINUMCHAIR	Platinum Chair Rombi in Eco-Leather	(2 in a box)	168	294	6	21	19	41	22																							6	1		28	21	45	45																																																																							i17702	p8340			
PLATINUMBUFFET	Platinum  4 Door Buffet		678	1186.5	0	79	21	34	234																							0	4	BOX 1	83	23	10	110	BOX 2	44	21	1	50	BOX 3	44	31	3	35	BOX 4	31	30	3	40																																																								i17703	p8340			
PLATINUMMIRROR	Platinum Mirror		127	222.25	0	47	1	36	24																							0	1		36	48	2	24																																																																							i17704	p8340			
PLATINUM2DOORCHINA	Platinum 2-Door China		942	1648.5	1	44	19	75	285																							1	6		24	17	3	0		47	21	6	0		9	6	3	0		72	27	3	0		74	21	3	0		74	44	1	0																																														i17705	p8340			
	Ronda With Salvador Bed SET	Ronda with Salvador Bed is high-end modern bedroom furniture from Spain. Set consists of a bed with LED lighting, two night stands, a dresser with a mirror, chest and a floor mirror can be added. The design of all items is made in light style, which makes it possible to create a harmonious sleeping set.  Finishes:  WHITE HIGH GLOSS / LIGHT GREY HIGH GLOSS	3207	5612.25							Fenicia  Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Beds with Storage	Bedroom,Bedgroups,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_7.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_8.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_9.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ronda-With-Salvador-Bed_side_1.jpg																																																																																	p9851		White, Grey/Silver	Wood veneer, MDF	High Gloss Lacquer
RONDADRESSER	Ronda Single Dresser Dali 120		830	1452.5	1	46.46	19.21	36.61	163	0.64																						1	1	1	38	49	20	0																																																																							i22177	p9851			
RONDAPLATFORMQS	Ronda Platform QS	need wooden slat frame	421	736.75	1	63	84	11																								1	4	BOX 1	12	84	26	60	BOX 2	9	84	8	35	BOX 3	4	57	14	15	BOX 4	7	25	27	15																																																								i22175	p9851			
RONDANS	Ronda Night Stand		294	514.5	2	22.44	18.5	15.59	56	0.19																						2	1	1	21	26	20	60																																																																							i22176	p9851			
RONDASTORAGEPLATFOQS	Ronda Storage Platform QS		756	1323	0																											0	6	2 Side Rails	4	83	16	0	Hardware	4	29	4	0	1 Headboard Support + 1 Footboard	8	71	16	0	1 Bottom+Supports	1	83	31	0	1 Bottom	1	83	31	0	1 Slat	2	61	81	0																																														i22205	p9851			
RONDADDRESSER	Ronda Double Dresser Dali 150		966	1690.5	0	58.27	19.49	32.91	176	0.7																						0	1	1	36	59	20	0																																																																							i22178	p9851			
RONDAMIRROR	Ronda Mirror		179	313.25	1	39.37	0.91	39.37	48.5	0.07																						1	1	1	3	41	41	0																																																																							i22179	p9851			
RONDACHEST	Ronda Chest		617	1079.75	0	22.83	18.5	46.06	115.5	0.415																						0	1	1	49	20	26	0																																																																							i22180	p9851			
RONDASTORAGEPLATFOKS	Ronda Storage Platform KS		1187	2077.25	0																											0	5	2 Side Rails	4	83	16	0	Hardware	4	29	4	0	1 Headboard Support + 1 Footboard	9	83	16	0	1 Bottom	1	83	39	0	1 Slat	2	77	81	0																																																			i22206	p9851			
WFRAMEQUEENS	Wooden Slats Frame QS		65	113.75	1	63.78	82.6	12.6	24	0.1																						1	2	1	8	67	8	0	2	2	59	10	0																																																																		i22181	p9851			
WFRAMEKINGS	Wooden Slats Frame King Size		90	157.5	0	80.31	82.6	12.6	35																							0	2	1	8	83	8	0	2	2	59	10	0																																																																		i22182	p9851			
RONDASALVADORHBQS	Ronda Salvador Headboard QS		1124	1967	1	108.66	4	41.34																								1	4	BOX 1	12	70	26	45	BOX 2	9	84	8	35	BOX 3	4	57	14	15	BOX 4	7	25	27	15																																																								i22174	p9851			
RONDAMIRRORBIG	Ronda Floor Mirror		294	514.5	0	30	1.57	76.46																								0	1	Mirror	3	32	79	42																																																																							i23816	p9851			
RONDASALVADORHBKS	Ronda Salvador Headboard KS		1281	2241.75	0	128	4	41																								0	2	Headbord	5	83	43	0	Wings	5	45	43	0																																																																		i26118	p9851			
RONDAPLATFORMKS	Ronda Platform KS		505	883.75	0	80	84	11	70																							0	2	Rails + Footboard	5	82	6	55	Cross Bars	3	48	8	15																																																																		i26119	p9851			
	Cordoba Bedroom SET	Glamorous high end finish white gloss will give your bedroom impressive look. Optional storage available. In the standard set you are offered is a Queen Size storage bed, two nightstands, dresser and a mirror. The headboard especially accents long lacquer and oak veneer curves. The optional chest, Double Dresser and full-lengths floor mirror can be added for your convenience. All drawers are equipped with self closing mechanisms.  FINISHES: WHITE HIGH GLOSS / NATURAL OAK WHITE DECAPÉ 	2741	4796.75							Fenicia  Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Modern Bedrooms	Bedroom,Bedgroups,Beds with Storage,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_11.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Cordoba_side_4.jpg																																																																																		p8357		White	Wood veneer, MDF	High Gloss Lacquer, Mat
CORDOBABEDQS	Cordoba QS Bed	(Including Wooden Slats Frame)	1256	2198	1	111	86	53	173																							1	6	1	37	57	6	0	2	4	65	20	0	3	8	67	8	0	4	2	59	10	0		48	10	5	10		80	38	2	20																																														i17807	p8357			
CORDOBACHEST	Cordoba Chest		586	1025.5	0	22.83	18.5	46.06	49.2	0.415																						0	1	1	49	26	20	0																																																																							i17809	p8357			
CORDOBASTANDINGMIRRO	Cordoba Standing Mirror		322	563.5	0	30	1.57	76.46	30	0.16																						0	1	1	2	41	41	0																																																																							i17810	p8357			
CORDOBAMIRROR	Cordoba Mirror		137	239.75	1	39.37	0.79	39.37	25	0.056																						1	1	1	2	41	41	0																																																																							i17811	p8357			
CORDOBADRESSER	Cordoba Double Dresser		947	1657.25	0	58.27	19.49	32.91	80	0.755																						0	1	1	36	59	20	0																																																																							i17812	p8357			
CORDOBASDRESSER	Cordoba Single Dresser		800	1400	1	46.46	19.21	36.61	74	0.64																						1	1	1	38	49	20	0																																																																							i17813	p8357			
CORDOBANS	Cordoba Night Stand		274	479.5	2	22.83	18.5	15.59	21	0.18																						2	1	1	21	26	20	0																																																																							i17814	p8357			
CORDOBABEDSTORAGEKS	Cordoba KS Storage Bed	(Including Wooden Slats Frame)	1923	3365.25	0	79.41	83.39	13.78	95	0.352																						0	8	2 Side Rails	4	83	16	0	Hardware	4	29	4	0	Headboard Support+Middle+Footboard	9	83	16	0	Bottoms	1	83	39	0	Slat	2	77	81	0		76	40	1	20		79	76	2	25		30	5	5	7																																				i17815	p8357			
CORDOBABEDSTORAGEQS	Cordoba QS Storage Bed	(Including Wooden Slats Frame)	1429	2500.75	0	63.27	83.39	13.78	116	0.462																						0	8	2 Side Rails	4	83	16	0	Hardware	4	29	4	0	1 Headboard Support + 1 Footboard	8	71	16	0	Bottom+Supports	1	83	31	0	Bottom	1	83	31	0	Slat	2	61	81	0		79	60	2	20		30	5	5	7																																				i17816	p8357			
CORDOBABEDKS	Cordoba KS Bed	(Including Wooden Slats Frame)	1466	2565.5	0	127.5	86	53	187																							0	6	1	37	66	6	0	2	4	82	20	0	3	8	83	8	0	4	2	59	10	0		48	10	5	10		80	30	2	25																																														i17817	p8357			
	1001 Coffee Table SET	Contemporary Square 3 Colors Coffee Table perfect to add your space modern and fresh look.  <iframe width="560" height="315" src="https://www.youtube.com/embed/_A5HQKImRVI" frameborder="0" allowfullscreen></iframe>	220	385							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Coffee and End Tables	Living Room,Coffee Tables and End Tables,Modern,Other Material	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Coffee-and-End-Tables_1001-Coffee-Table.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Coffee-and-End-Tables_1001-Coffee-Table_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Coffee-and-End-Tables_1001-Coffee-Table_side_2.jpg																																																																																									p6964		Black, White, Brown/Wenge/Walnut	MDF	High Gloss Lacquer
1001COFFEETABLE	1001 Coffee Table		220	385	1	32	32	13	65																							1	1	Box 1	34	34	15	75																																																																							i11045	p6964			
	Miami Bedgroup SET	One of a kind modern design in clean white color.   The Bedroom Furniture Set consists of Queen Size Bed, Nightstand, Dresser and Mirror. The Bed is available in Queen and King Sizes. The 5-Drawer Chest, 2 Door Wardrobe and Double Dresser are optional items.  Nightstand,Dresser,Chest Finish: White 120 MATT carcas / Fronts 220 High Gloss/ metal Handle SERIK II  Mirror: 220 High Gloss White  Bed: Ecoleather: FLOR 500   Headboard: Eco-Leather White; Self closing drawers.  Storage platform available for special order.  	2764	4837							Franco Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Modern Bedrooms	Bedroom,Bedgroups,Wardrobes,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami-Bedgroup.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_8.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami-Bedgroup_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_9.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_10.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_11.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_12.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_4.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Miami_side_13.jpg																																																																														p8342		White, Grey/Silver	Eco Leather, Wood veneer, MDF	High Gloss Lacquer, Mat
